"start" "end" "total.SNPs" "total.Bases" "depth" "unique.SNPs" "dhSNPs" "reference.Bases" "Theta" "Pi" "Heterozygosity" "X.GC" "Recombination" "Divergence" "Constraint" "SNPs"
"2220" 2274001 2275000 34 8356 8.36 6 4 1000 20.884 24.323 40.687 53.0531 5.35e-05 0.02402402 0 2
"2221" 2275001 2276000 45 9555 9.55 9 4 1000 30.584 34.888 46.835 48.1481 0.000644173 0.01801802 0 2
"2222" 2276001 2277000 13 9412 9.41 4 4 1000 12.866 15.609 14.078 49.8498 0.00092456 0.01101101 0 1
"2223" 2277001 2278000 12 8353 8.35 5 2 1000 17.324 17.566 14.365 47.5475 0.000233051 0.01401401 0 1
"2224" 2278001 2279000 31 8060 8.06 7 5 1000 27.257 27.885 38.772 44.5445 0.000219139 0.01801802 0 0
"2225" 2279001 2280000 22 7777 7.78 5 4 1000 19.795 22.381 27.647 46.4464 0.000218856 0.02043011 0 3
"2226" 2280001 2281000 13 5577 5.58 4 1 1000 19.953 16.828 22.413 51.952 0.000219863 0.006006006 0 0
"2227" 2281001 2282000 35 6955 6.96 9 5 1000 34.825 37.468 49.781 49.5495 0.000294962 0.02002002 0 3
"2228" 2282001 2283000 4 9306 9.31 2 1 1000 7.812 7 4.298 46.046 0.000435828 0.0157767 0 1
"2229" 2283001 2284000 6 7178 7.18 4 2 1000 12.496 10.396 8.272 45.6456 0.000435639 0.015625 0 1
"2230" 2284001 2285000 10 10120 10.14 2 0 998 6.667 3.588 10.129 49.2492 0.000435559 0.01401401 0 0
"2231" 2285001 2286000 47 18627 18.63 4 3 1000 12.123 12.237 25.299 51.1512 0.000435559 0.007007007 351 0
"2232" 2286001 2287000 15 12541 12.54 6 2 1000 15.678 11.916 12.26 48.7487 0.000910275 0.01301301 181 1
"2233" 2287001 2288000 16 9668 9.67 5 3 1000 17.938 19.103 16.291 46.2462 0.00214727 0.007007007 0 2
"2234" 2288001 2289000 0 7608 7.61 0 0 1000 0 0 0 46.4464 0.002149367 0.01401401 129 0
"2235" 2289001 2290000 1 6391 6.39 1 0 1000 3.426 2.608 1.565 51.4515 0.002149367 0.01701702 0 0
"2236" 2290001 2291000 20 8604 8.6 5 3 1000 18.876 21.09 23.244 48.1481 0.002149367 0.02002002 0 0
"2237" 2291001 2292000 15 9056 9.06 7 2 1000 27.138 21.008 16.011 45.7457 0.002149367 0.01001001 0 0
"2238" 2292001 2293000 8 7510 7.51 4 2 1000 17.181 13.679 10.319 48.7487 0.002149367 0.01401401 183 0
"2239" 2293001 2294000 16 9418 9.42 4 2 1000 13.918 12.64 17.254 43.8438 0.002149367 0.01001001 130 0
"2240" 2294001 2295000 10 10370 10.37 3 1 1000 9.61 9.577 10.005 36.4364 0.002136885 0.008008008 0 1
"2241" 2295001 2296000 13 7174 7.17 3 2 1000 12.002 12.841 17.423 48.5485 0.01604923 0.02102102 0 1
"2242" 2296001 2297000 15 9333 9.33 3 3 1000 10.662 14.521 15.938 46.2462 0.0164532 0.01501502 0 1
"2243" 2297001 2298000 13 9605 9.6 5 2 1000 17.508 16.301 13.535 44.1441 0.01911282 0.02302302 0 2
"2244" 2298001 2299000 34 11851 11.85 6 4 1000 20.744 25.168 28.267 33.2332 0.02264397 0.01401401 0 0
"2245" 2299001 2300000 36 11096 11.1 7 4 1000 22.128 20.115 32.219 33.5335 0.02264397 0.01601602 0 0
"2246" 2300001 2301000 2 10009 10.01 2 0 1000 6.812 3.628 1.998 43.5435 0.02264397 0.01301301 0 0
"2247" 2301001 2302000 8 7976 7.98 2 2 1000 7.917 11.76 10.03 51.7518 0.02264397 0.01801802 104 0
"2248" 2302001 2303000 16 8775 8.78 7 5 1000 24.699 22.558 17.663 47.9479 0.02264397 0.009009009 0 0
"2249" 2303001 2304000 20 7928 7.93 5 4 1000 20.622 26.942 25.228 51.6517 0.02266247 0.01801802 235 1
"2250" 2304001 2305000 8 11479 11.48 4 1 1000 13.407 10.524 6.534 50.4505 0.02267639 0.02202202 10 0
"2251" 2305001 2306000 35 8015 8.01 7 5 1000 25.413 29.053 43.981 49.7497 0.02267634 0.01801802 0 2
"2252" 2306001 2307000 8 6526 6.53 4 1 1000 13.881 13.257 12.258 50.1502 0.0226849 0.01701702 0 1
"2253" 2307001 2308000 1 8581 8.58 1 0 1000 4.627 2.16 1.165 45.1451 0.02270075 0.01601602 309 0
"2254" 2308001 2309000 44 11405 11.4 6 2 1000 20.906 17.391 39.012 47.4474 0.02267676 0.02002002 0 2
"2255" 2309001 2310000 0 10197 10.2 0 0 1000 0 0 0 49.3493 0.02268489 0.01001001 0 0
"2256" 2310001 2311000 29 8497 8.5 7 4 1000 25.301 26.063 34.424 53.7538 0.02265985 0.01401401 158 2
"2257" 2311001 2312000 8 11233 11.23 7 1 1000 21.243 12.596 7.122 56.7568 0.02237313 0.01001001 0 1
"2258" 2312001 2313000 14 7941 7.94 7 3 1000 26.743 25.484 17 51.7518 0.01078483 0.01601602 0 2
"2259" 2313001 2314000 26 9865 9.87 10 5 1000 34.199 31.632 25.848 43.1431 0.007105657 0.02502503 0 1
"2260" 2314001 2315000 23 7553 7.55 6 3 1000 24.986 25.056 29.789 43.7437 0.007276507 0.01501502 0 2
"2261" 2315001 2316000 5 7010 7.01 5 0 1000 20.381 12.616 7.132 58.2583 0.00764973 0.01601602 134 0
"2262" 2316001 2317000 14 7049 7.05 5 2 1000 16.46 14.811 19.152 56.2563 0.007699749 0.01501502 645 2
"2263" 2317001 2318000 13 10642 10.64 5 3 1000 17.163 16.365 12.099 49.9499 0.009015953 0.01301301 0 1
"2264" 2318001 2319000 3 7711 7.71 2 1 1000 7.943 6.369 3.891 42.5425 0.00926266 0.01501502 0 0
"2265" 2319001 2320000 12 10387 10.39 2 0 1000 6.416 3.483 11.312 35.8358 0.00926266 0.01401401 0 0
"2266" 2320001 2321000 6 5444 5.44 3 1 1000 12.686 12.536 10.563 42.4424 0.00926266 0.01621074 0 0
"2267" 2321001 2322000 8 9587 9.59 3 2 1000 11.053 12.189 8.214 36.6366 0.00926266 0.01454139 0 0
"2268" 2322001 2323000 27 8449 8.45 6 6 1000 20.846 25.314 31.884 41.1411 0.01102589 0.02502503 0 2
"2269" 2323001 2324000 2 5530 5.53 2 0 1000 8.071 6.024 3.616 48.5485 0.01476057 0.02302302 0 1
"2270" 2324001 2325000 14 7472 7.52 5 2 993 19.796 17.624 19.072 52.2523 0.01745296 0.01201201 0 0
"2271" 2325001 2326000 9 5937 5.94 2 0 1000 6.611 5.471 15.16 46.1461 0.01120818 0.01201201 0 2
"2272" 2326001 2327000 26 12326 12.33 7 3 1000 18.141 14.097 21.094 47.5475 0.002243757 0.01301301 0 0
"2273" 2327001 2328000 4 8974 8.97 4 0 1000 14.579 8.063 4.457 47.2472 0.001964374 0.01401401 0 1
"2274" 2328001 2329000 12 7834 7.83 4 2 1000 14.62 15.852 14.68 41.4414 0.001352053 0.009009009 0 0
"2275" 2329001 2330000 33 7878 7.88 6 5 1000 23.762 31.412 41.415 40.04 0.001352053 0.01101101 0 0
"2276" 2330001 2331000 1 9526 9.53 1 0 1000 3.479 1.897 1.05 31.5315 0.001352053 0.01201201 0 0
"2277" 2331001 2332000 6 8167 8.17 3 2 1000 9.867 10.309 6.735 30.9309 0.001352053 0.02595628 0 0
"2278" 2332001 2333000 20 9824 9.82 4 3 1000 13.298 18.116 20.104 41.2412 0.00135502 0.01001001 0 1
"2279" 2333001 2334000 18 8749 8.75 9 5 1000 32.709 29.97 21.003 43.8438 0.001354917 0.01301301 0 2
"2280" 2334001 2335000 34 7705 7.71 10 6 1000 38.707 42.753 43.477 36.8368 0.001337445 0.01160093 0 2
"2281" 2335001 2336000 29 8160 8.16 8 4 1000 28.87 27.596 34.928 35.2352 0.001335419 0.05263158 0 0
"2282" 2336001 2337000 54 9888 9.89 13 10 1000 42.409 51.261 54.106 32.7327 0.001335419 0.009009009 0 0
"2283" 2337001 2338000 38 9977 10 9 5 998 30.058 29.869 37.961 35.5355 0.001335419 0.01301301 0 0
"2284" 2338001 2339000 57 13149 13.15 9 5 1000 25.635 24.598 43.029 41.3413 0.001335419 0.01401401 0 0
"2285" 2339001 2340000 18 9194 9.19 5 3 1000 18.981 19.444 19.715 40.1401 0.001335419 0.01001001 0 0
"2286" 2340001 2341000 24 10277 10.28 6 4 1000 18.707 22.203 22.867 43.4434 0.001335419 0.01601602 0 0
"2287" 2341001 2342000 15 8905 8.91 7 3 1000 23.642 20.693 16.283 44.7447 0.001335419 0.01701702 0 0
"2288" 2342001 2343000 27 7583 7.58 11 6 1000 42.232 40.123 35.277 42.042 0.001321047 0.01901902 0 1
"2289" 2343001 2344000 20 9434 9.43 9 5 1000 30.637 29.774 21.201 36.036 0.001314995 0.01801802 0 0
"2290" 2344001 2345000 8 8008 8.01 4 2 1000 15.962 14.986 9.366 41.6416 0.001314995 0.01301301 0 0
"2291" 2345001 2346000 19 6020 6.02 8 4 1000 32.413 32.239 32.186 44.8448 0.001314995 0.01101101 0 0
"2292" 2346001 2347000 15 10231 10.23 8 5 1000 26.741 23.573 14.661 40.9409 0.001296632 0.01901902 0 1
"2293" 2347001 2348000 35 9245 9.24 8 5 1000 27.237 27.873 37.589 47.1471 0.001245981 0.01201201 0 1
"2294" 2348001 2349000 24 12080 12.08 8 4 1000 23.72 25.499 20.074 41.7417 0.000866011 0.009009009 0 2
"2295" 2349001 2350000 30 12122 12.12 8 6 1000 26.813 31.042 24.954 44.1441 0.000140797 0.01901902 0 3
"2296" 2350001 2351000 34 13653 13.65 10 5 1000 30.791 33.277 24.72 51.3514 0.000113821 0.01201201 0 3
"2297" 2351001 2352000 47 9489 9.49 14 8 1000 49.107 51.029 49.267 41.3413 0.000113452 0.01701702 0 0
"2298" 2352001 2353000 34 8200 8.2 8 6 1000 31.054 36.432 40.855 44.7447 0.0095873 0.01801802 0 2
"2299" 2353001 2354000 61 16088 16.09 8 5 1000 25.208 22.247 37.916 37.6376 0.02073775 0.01703407 0 1
"2300" 2354001 2355000 39 11130 11.13 12 5 1000 44.256 37.635 35.293 47.5475 0.02060984 0.02402402 0 1
"2301" 2355001 2356000 7 8337 8.34 2 1 1000 8.126 9.931 7.796 51.7518 0.02034897 0.01701702 0 2
"2302" 2356001 2357000 23 9467 9.47 6 3 1000 22.739 19.202 24.428 55.0551 0.004173094 0.02102102 68 2
"2303" 2357001 2358000 28 9154 9.18 6 4 997 21.318 22.577 31.067 49.8498 0.002231351 0.01201201 0 1
"2304" 2358001 2359000 1 7086 7.09 1 0 1000 4.024 2.5 1.411 48.5485 0.002193714 0.01001001 0 0
"2305" 2359001 2360000 4 9053 9.05 4 0 1000 13.526 7.919 4.418 50.6507 0.001617614 0.01301301 0 1
"2306" 2360001 2361000 6 7575 7.57 3 1 1000 11.116 8.944 7.261 52.6527 0.001238234 0.01401401 0 1
"2307" 2361001 2362000 18 7109 7.11 4 2 1000 18.901 18.825 25.761 54.2543 0.001187978 0.02102102 0 0
"2308" 2362001 2363000 23 12186 12.19 7 3 1000 23.389 17.06 18.875 50.1502 0.001187978 0.02696629 0 0
"2309" 2363001 2364000 25 9351 9.35 4 3 1000 14.007 14.434 26.201 48.9489 0.001188737 0.01101101 0 1
"2310" 2364001 2365000 13 9236 9.27 4 2 996 10.532 10.779 13.534 43.5435 0.001948928 0.01201201 0 1
"2311" 2365001 2366000 23 11595 11.6 7 2 1000 23.965 14.596 19.62 37.9379 0.002710588 0.01101101 0 0
"2312" 2366001 2367000 7 11039 11.04 3 1 1000 9.189 8.221 6.341 43.8438 0.002710588 0.01101101 0 0
"2313" 2367001 2368000 6 10758 10.76 5 1 1000 16.105 9.837 5.577 48.6486 0.004948465 0.02102102 0 3
"2314" 2368001 2369000 14 7491 7.49 3 3 1000 10.441 13.51 18.104 47.2472 0.006823503 0.01701702 0 0
"2315" 2369001 2370000 15 9066 9.07 5 2 1000 18.995 16.442 16.545 47.9479 0.006823503 0.01301301 0 0
"2316" 2370001 2371000 12 9046 9.05 5 1 1000 17.96 11.492 12.713 58.2583 0.01197269 0.01901902 335 1
"2317" 2371001 2372000 12 6790 6.79 4 2 1000 15.247 15.863 18.042 49.3493 0.01381326 0.01401401 81 1
"2318" 2372001 2373000 2 9712 9.71 2 1 1000 7.387 3.77 2.059 57.0571 0.01431963 0.01919386 119 1
"2319" 2373001 2374000 11 7806 7.81 3 1 1000 11.618 8.569 14.093 51.1512 0.01431242 0.02005013 129 0
"2320" 2374001 2375000 3 7322 7.32 3 0 1000 11.786 7.258 4.097 46.8468 0.01431242 0.01701702 0 0
"2321" 2375001 2376000 4 7689 7.69 3 1 1000 6.916 6.827 5.202 54.4545 0.01169022 0.01301301 227 1
"2322" 2376001 2377000 6 7289 7.29 3 1 1000 10.659 9.949 7.546 53.4535 0.01044303 0.01701702 89 0
"2323" 2377001 2378000 2 6358 6.36 2 0 1000 8.57 5.503 3.146 43.8438 0.01044303 0.01101101 0 0
"2324" 2378001 2379000 0 6613 6.61 0 0 1000 0 0 0 43.8438 0.01044303 0.02402402 0 0
"2325" 2379001 2380000 7 7006 7.01 5 1 1000 18.136 14.197 9.992 51.3514 0.002572923 0.01701702 347 2
"2326" 2380001 2381000 17 5970 5.97 6 3 1000 26.686 27.858 27.637 46.7467 0.000736364 0.01714286 0 0
"2327" 2381001 2382000 10 6571 6.57 3 2 1000 14.162 17.619 15.218 49.2492 0.000736364 0.01601602 0 0
"2328" 2382001 2383000 29 7434 7.43 8 4 1000 25.447 26.797 39.347 43.9439 0.000734755 0.01701702 0 1
"2329" 2383001 2384000 4 6413 6.41 2 1 1000 8.044 8.495 6.238 49.2492 0.000732966 0.01001001 0 0
"2330" 2384001 2385000 3 9643 9.64 3 0 1000 10.859 5.672 3.111 37.8378 0.000732966 0.009009009 0 0
"2331" 2385001 2386000 14 10087 10.09 3 2 1000 10.677 11.635 13.384 41.6416 0.000732966 0.01601602 0 0
"2332" 2386001 2387000 13 10164 10.16 6 4 1000 18.965 18.638 12.298 37.2372 0.000732966 0.01501502 0 0
"2333" 2387001 2388000 7 9097 9.1 2 2 1000 7.149 9.798 7.695 33.6336 0.000732966 0.01601602 0 0
"2334" 2388001 2389000 10 9596 9.6 3 2 1000 10.758 11.994 10.16 34.7347 0.000732966 0.01101101 0 0
"2335" 2389001 2390000 15 12158 12.16 4 3 1000 13.726 16.252 11.926 36.036 0.000732966 0.007007007 0 0
"2336" 2390001 2391000 1 8751 8.75 1 0 1000 3.902 2.078 1.143 38.2382 0.000732966 0.01401401 0 0
"2337" 2391001 2392000 8 7933 7.93 6 1 1000 21.391 16.637 10.084 49.7497 0.000732966 0.02102102 0 0
"2338" 2392001 2393000 8 9613 9.61 3 2 1000 11.508 10.42 8.322 44.2442 0.000736277 0.01401401 123 1
"2339" 2393001 2394000 6 5989 5.99 3 1 1000 14.655 13.732 9.184 51.0511 0.000742583 0.01101101 218 0
"2340" 2394001 2395000 11 9398 9.4 6 2 1000 21.374 18.084 11.705 45.4454 0.000742583 0.01201201 0 0
"2341" 2395001 2396000 5 9569 9.57 3 1 1000 10.282 8.332 5.225 35.4354 0.000742583 0.01301301 0 0
"2342" 2396001 2397000 11 6716 6.72 7 4 1000 26.38 24.404 16.379 42.042 0.000742583 0.01001001 0 0
"2343" 2397001 2398000 2 5175 5.18 2 0 1000 7.71 6.157 3.865 40.4404 0.000742583 0.01134522 0 0
"2344" 2398001 2399000 5 4892 4.95 2 2 988 11.023 13.222 9.199 41.041 0.000742583 0.01205857 0 0
"2345" 2399001 2400000 5 8348 8.35 5 0 1000 18.082 10.687 5.989 36.7367 0.000742583 0.01205857 0 0
"2346" 2400001 2401000 21 7923 7.92 10 5 1000 37.486 33.927 26.19 42.3423 0.000742583 0.01205857 0 0
"2347" 2401001 2402000 15 7281 7.28 10 4 1000 36.163 31.81 20.603 31.2312 0.000742583 0.01205857 0 0
"2348" 2402001 2403000 15 10506 10.51 8 5 1000 27.743 23.5 14.277 32.5325 0.000742583 0.01286765 0 0
"2349" 2403001 2404000 2 7950 7.95 2 0 1000 5.233 4.155 2.516 37.6376 0.000742583 0.01301301 0 0
"2350" 2404001 2405000 8 7865 7.87 5 1 1000 18.572 15.237 10.171 40.4404 0.000742583 0.01253918 0 0
"2351" 2405001 2406000 9 7047 7.05 5 2 1000 20.485 18.148 12.417 47.047 0.000686993 0.0150289 0 1
"2352" 2406001 2407000 1 7077 7.08 1 0 1000 3.605 2.436 1.413 49.5495 0.000505259 0.003003003 289 0
"2353" 2407001 2408000 0 7248 7.25 0 0 1000 0 0 0 46.3463 0.000505259 0.01201201 0 0
"2354" 2408001 2409000 19 7558 7.56 5 3 1000 20.278 21.517 25.469 52.7528 0.000516938 0.005005005 264 3
"2355" 2409001 2410000 12 6296 6.3 3 0 1000 12.084 8.153 18.265 45.045 0.000518476 0.01201201 0 0
"2356" 2410001 2411000 20 7796 7.8 5 4 1000 17.551 19.724 25.655 47.2472 0.000518451 0.01601602 0 1
"2357" 2411001 2412000 2 6741 6.74 2 0 1000 8.176 5.226 2.967 50.6507 0.000518261 0.02302302 0 1
"2358" 2412001 2413000 6 8945 8.94 3 1 1000 11.193 9.805 6.149 49.1491 0.000516693 0.01501502 0 0
"2359" 2413001 2414000 14 6588 6.59 3 1 1000 13.034 12.102 21.252 46.5465 0.000516693 0.02302302 0 0
"2360" 2414001 2415000 5 8609 8.61 5 0 1000 17.306 10.313 5.808 47.8478 0.000516693 0.01101101 0 0
"2361" 2415001 2416000 7 9823 9.82 5 1 1000 20.933 12.249 6.872 45.4454 0.000516693 0.02102102 0 0
"2362" 2416001 2417000 14 7706 7.71 7 2 1000 28.813 24.567 17.52 41.2412 0.000516759 0.01401401 0 1
"2363" 2417001 2418000 2 8957 8.96 2 0 1000 6.521 3.965 2.233 36.7367 0.000516949 0.01401401 0 0
"2364" 2418001 2419000 20 4949 5.38 6 3 919 31.821 31.654 39.656 40.8408 0.000516949 0.01512859 0 0
"2365" 2419001 2420000 8 4970 5.49 3 2 906 13.466 17.516 16.601 36.9369 0.000517837 0.01801802 0 1
"2366" 2420001 2421000 1 6603 6.6 1 0 1000 3.943 2.638 1.514 38.5385 0.000521039 0.01301301 0 0
"2367" 2421001 2422000 3 6474 6.47 3 0 1000 12.775 8.167 4.634 44.8448 0.000521039 0.01101101 0 0
"2368" 2422001 2423000 12 9873 9.87 5 3 1000 17.825 16.278 11.648 38.6386 0.000521039 0.01701702 0 0
"2369" 2423001 2424000 3 9015 9.02 2 0 1000 7.556 5.476 3.189 40.7407 0.000521039 0.01601602 0 0
"2370" 2424001 2425000 10 7943 7.94 2 0 1000 7.695 4.499 13.2 37.5375 0.000521039 0.01701702 0 0
"2371" 2425001 2426000 10 9466 9.47 6 1 1000 20.617 14.314 10.035 38.7387 0.000521039 0.01101101 0 0
"2372" 2426001 2427000 15 7008 7.01 5 4 1000 19.769 24.795 20.691 42.042 0.000521039 0.01401401 0 0
"2373" 2427001 2428000 2 7819 7.82 2 0 1000 8.251 4.61 2.558 47.6476 0.000521039 0.01501502 0 0
"2374" 2428001 2429000 0 9014 9.08 0 0 993 0 0 0 38.7387 0.000521039 0.01501502 0 0
"2375" 2429001 2430000 3 7354 7.35 3 0 1000 11.755 7.229 4.079 40.3403 0.000521039 0.01001001 0 0
"2376" 2430001 2431000 16 6818 6.82 5 1 1000 18.923 14.578 23.283 47.6476 0.000520514 0.02202202 0 1
"2377" 2431001 2432000 5 7942 7.94 4 2 1000 15.981 10.863 6.296 39.7397 0.000519556 0.007007007 0 0
"2378" 2432001 2433000 0 10059 10.06 0 0 1000 0 0 0 40.4404 0.000519556 0.006006006 0 0
"2379" 2433001 2434000 6 8110 8.11 2 1 1000 7.328 6.855 7.398 43.4434 0.000519556 0.01901902 0 0
"2380" 2434001 2435000 6 8984 8.98 6 0 1000 19.364 11.82 6.678 39.3393 0.000519556 0.01401401 0 0
"2381" 2435001 2436000 25 8122 8.12 5 1 1000 18.523 13.851 31.242 34.7347 0.000519556 0.01701702 0 0
"2382" 2436001 2437000 20 7501 7.5 8 1 1000 30.514 22.77 26.329 37.2372 0.000519556 0.01501502 0 0
"2383" 2437001 2438000 15 7964 7.96 2 1 1000 7.39 6.208 18.835 44.4444 0.00054791 0.007007007 305 1
"2384" 2438001 2439000 3 6458 6.46 2 1 1000 7.807 7.359 4.646 50.2503 0.000595152 0.01101101 265 2
"2385" 2439001 2440000 2 5466 5.47 1 1 1000 4.006 4.878 3.659 45.8458 0.000616354 0.006006006 153 1
"2386" 2440001 2441000 6 5577 5.58 2 0 1000 8.767 6.126 10.758 37.6376 0.000629226 0.01201201 0 0
"2387" 2441001 2442000 6 6654 6.65 6 0 1000 22.536 14.737 9.018 47.3473 0.000629226 0.008008008 112 0
"2388" 2442001 2443000 1 6319 6.32 1 0 1000 3.726 2.669 1.583 38.8388 0.000629226 0.01301301 0 0
"2389" 2443001 2444000 9 8710 8.71 5 1 1000 19.393 14.515 9.759 45.045 0.000625314 0.01301301 152 2
"2390" 2444001 2445000 6 6400 6.4 3 2 1000 9.758 11.139 8.593 46.1461 0.000619764 0.01201201 0 0
"2391" 2445001 2446000 18 7233 7.23 5 2 1000 17.066 17.751 24.886 48.7487 0.000616371 0.02002002 0 1
"2392" 2446001 2447000 19 8117 8.12 4 4 1000 17.543 19.033 23.101 56.5566 0.000609524 0.01501502 128 0
"2393" 2447001 2448000 4 6689 6.69 2 1 1000 7.27 6.245 5.98 43.7437 0.000609524 0.01503006 0 0
"2394" 2448001 2449000 5 8270 8.27 1 1 1000 3.265 4.535 6.046 40.04 0.000609524 0.01314348 0 0
"2395" 2449001 2450000 3 10606 10.61 2 1 1000 6.278 4.78 2.829 39.5395 0.000609524 0.01615799 0 0
"2396" 2450001 2451000 9 9700 9.7 6 1 1000 20.802 14.28 9.021 33.5335 0.000609524 0.01601602 0 0
"2397" 2451001 2452000 14 7907 7.91 4 3 1000 13.431 16.411 17.705 48.4484 0.000609524 0.02203568 0 0
"2398" 2452001 2453000 13 10861 10.86 5 2 1000 16.13 15.826 11.509 48.8488 0.000608035 0.004819277 0 1
"2399" 2453001 2454000 19 6562 6.56 7 1 1000 28.348 20.553 28.573 41.2412 0.000595819 0.01501502 0 2
"2400" 2454001 2455000 23 7075 7.08 6 3 1000 23.673 22.421 32.464 42.042 0.000591869 0.01337449 0 1
"2401" 2455001 2456000 13 9961 9.96 3 2 1000 10.079 10.356 13.051 45.3453 0.000591718 0.01383126 0 0
"2402" 2456001 2457000 0 11348 11.35 0 0 1000 0 0 0 46.046 0.000591718 0.01801802 0 0
"2403" 2457001 2458000 9 10617 10.62 2 0 1000 5.836 3.375 8.83 41.7417 0.00079427 0.01501502 534 1
"2404" 2458001 2459000 6 8353 8.35 3 1 1000 10.934 9.829 7.183 52.1522 0.005645754 0.01401401 999 1
"2405" 2459001 2460000 3 6446 6.45 2 1 1000 7.987 7.147 4.654 49.2492 0.009881321 0.005005005 999 0
"2406" 2460001 2461000 0 8395 8.4 0 0 1000 0 0 0 39.7397 0.009881321 0.007007007 301 0
"2407" 2461001 2462000 4 8295 8.3 3 1 1000 9.105 7.797 4.822 41.1411 0.009881321 0.01201201 0 0
"2408" 2462001 2463000 2 7884 7.88 2 0 1000 7.292 4.498 2.537 40.1401 0.009881321 0.01401401 0 0
"2409" 2463001 2464000 7 8429 8.43 2 2 1000 6.398 9.341 8.305 34.3343 0.009881321 0.01501502 0 0
"2410" 2464001 2465000 8 9534 9.53 3 2 1000 10.134 11.666 7.867 38.1381 0.009881321 0.01501502 0 0
"2411" 2465001 2466000 25 11476 11.48 8 3 1000 26.249 22.898 21.349 42.4424 0.009881321 0.02702703 0 0
"2412" 2466001 2467000 13 9649 9.65 6 3 1000 19.529 18.749 13.473 37.5375 0.007942115 0.01401401 0 1
"2413" 2467001 2468000 3 7503 7.5 3 1 1000 12.101 7.136 3.998 37.5375 0.001974108 0.006006006 241 0
"2414" 2468001 2469000 6 7025 7.03 3 1 1000 12.862 12.463 8.541 39.6396 0.001974108 0.004004004 221 0
"2415" 2469001 2470000 7 6445 6.44 2 0 1000 7.837 5.342 10.861 46.7467 0.001813857 0.01729107 326 1
"2416" 2470001 2471000 2 8798 8.8 1 1 1000 3.069 3.41 2.273 46.2462 0.001799907 0.01001001 0 0
"2417" 2471001 2472000 9 7377 7.38 4 2 1000 15.027 16.257 11.523 44.6446 0.001787173 0.01572327 110 1
"2418" 2472001 2473000 3 3597 3.6 2 1 1000 12.843 11.537 8.34 46.046 0.001742604 0.008008008 0 0
"2419" 2473001 2474000 9 5886 5.89 5 1 1000 20.065 19.252 14.441 49.8498 0.001742604 0.01401401 0 0
"2420" 2474001 2475000 26 5133 5.3 9 7 968 43.746 57.209 50.655 47.1471 0.001745557 0.01474201 0 1
"2421" 2475001 2476000 17 8386 8.39 5 2 1000 18.098 16.737 20.57 40.1401 0.001746282 0.01048951 0 0
"2422" 2476001 2477000 12 8501 8.5 8 4 1000 27.631 22.594 14.116 51.952 0.001745324 0.01901902 90 2
"2423" 2477001 2478000 8 8617 8.62 5 3 1000 19.479 15.734 9.284 45.8458 0.001745304 0.01801802 0 0
"2424" 2478001 2479000 9 9567 9.57 3 2 1000 10.965 11.869 8.884 40.1401 0.001745304 0.01201201 0 0
"2425" 2479001 2480000 9 7694 7.69 3 2 1000 12.948 13.732 11.048 37.2372 0.001745304 0.01001001 0 0
"2426" 2480001 2481000 12 10041 10.04 4 2 1000 14.416 14.282 11.951 39.8398 0.001745304 0.01101101 0 0
"2427" 2481001 2482000 0 9662 9.66 0 0 1000 0 0 0 38.7387 0.001745304 0.01401401 0 0
"2428" 2482001 2483000 2 5887 5.89 2 0 1000 8.32 5.824 3.397 44.9449 0.001745304 0.01301301 0 0
"2429" 2483001 2484000 15 8967 8.97 5 1 1000 17.801 13.598 16.45 48.1481 0.00195003 0.01301301 0 2
"2430" 2484001 2485000 13 10346 10.35 4 2 1000 13.837 13.412 12.082 59.2593 0.002858651 0.01701702 0 0
"2431" 2485001 2486000 2 9244 9.24 1 1 1000 3.763 3.554 2.164 44.044 0.002858651 0.009009009 0 0
"2432" 2486001 2487000 9 7733 7.73 2 2 1000 7.791 11.039 11.638 45.1451 0.001394195 0.01301301 0 1
"2433" 2487001 2488000 4 7575 7.57 1 1 1000 3.309 4.929 4.621 37.5375 0.001009105 0.01501502 0 0
"2434" 2488001 2489000 2 11243 11.24 2 0 1000 6.749 3.277 1.779 38.1381 0.001009105 0.01301301 0 0
"2435" 2489001 2490000 0 9600 9.6 0 0 1000 0 0 0 33.033 0.001009105 0.01601602 0 0
"2436" 2490001 2491000 5 7983 7.98 2 1 1000 7.19 7.821 6.577 37.1371 0.001019173 0.02002002 0 1
"2437" 2491001 2492000 6 5963 5.96 4 1 1000 15.402 13.467 10.037 42.8428 0.01344658 0.01401401 0 1
"2438" 2492001 2493000 7 10766 10.77 2 2 1000 7.655 8.432 6.038 42.4424 0.02573208 0.01401401 0 0
"2439" 2493001 2494000 2 10893 10.89 2 0 1000 6.104 3.321 1.836 43.1431 0.02573208 0.02104208 0 0
"2440" 2494001 2495000 2 6927 6.93 1 1 1000 3.897 4.331 2.887 45.8458 0.02571861 0.01201201 0 1
"2441" 2495001 2496000 18 8975 8.97 3 3 1000 10.825 16.345 19.499 35.6356 0.02571433 0.01084599 0 0
"2442" 2496001 2497000 5 8898 8.9 3 2 1000 8.883 8.379 5.619 46.6466 0.01782454 0.01201201 0 1
"2443" 2497001 2498000 10 7413 7.41 4 2 1000 16.352 17.067 13.491 43.3433 0.003449151 0.008008008 0 2
"2444" 2498001 2499000 4 7767 7.77 2 1 1000 6.69 7.789 5.472 42.4424 0.001477808 0.007007007 0 0
